estimate,pvalue,gene_symbol,ensembl_id,inchikey,smiles,pubchem,chembl_id,compound_name,tissue
-0.369701571512877,2.35637866e-08,CFLAR,ENSG00000003402,KPBNHDGDUADAGP-VAWYXSNFSA-N,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3,6914657,CHEMBL566757,Daporinad,Lung
0.349904252699213,0.0001069633103603,CFLAR,ENSG00000003402,SUDAHWBOROXANE-SECBINFHSA-N,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,9826528,CHEMBL507361,PD-0325901,Lung
0.300196115057907,0.0001730702717122,CFLAR,ENSG00000003402,CYOHGALHFOKKQC-UHFFFAOYSA-N,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,10127622,CHEMBL1614701,Selumetinib,Lung
0.450167661230215,2.35637866e-08,CFLAR,ENSG00000003402,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,"CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O",11707110,CHEMBL2103875,Trametinib,Lung
-0.440598006537174,2.35637866e-08,TFPI,ENSG00000003436,KPBNHDGDUADAGP-VAWYXSNFSA-N,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3,6914657,CHEMBL566757,Daporinad,Lung
-0.298722905858152,0.00021030353285,TFPI,ENSG00000003436,JLYAXFNOILIKPP-KXQOOQHDSA-N,"CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1, CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1",24978538,CHEMBL443684,Navitoclax,Lung
0.396528712681006,2.35637866e-08,TFPI,ENSG00000003436,SUDAHWBOROXANE-SECBINFHSA-N,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,9826528,CHEMBL507361,PD-0325901,Lung
-0.392458125060106,2.35637866e-08,TFPI,ENSG00000003436,FPOHNWQLNRZRFC-ZHACJKMWSA-N,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO,6918837,CHEMBL483254,Panobinostat,Lung
0.349319225555038,7.99196365269e-05,TFPI,ENSG00000003436,CYOHGALHFOKKQC-UHFFFAOYSA-N,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,10127622,CHEMBL1614701,Selumetinib,Lung
0.58445244864668,2.35637866e-08,TFPI,ENSG00000003436,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,"CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O",11707110,CHEMBL2103875,Trametinib,Lung
-0.271383291290121,2.35637866e-08,TFPI,ENSG00000003436,WAEXFXRVDQXREF-UHFFFAOYSA-N,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,5311,CHEMBL98,Vorinostat,Lung
0.391059815815606,3.27292759017e-05,MTMR7,ENSG00000003987,SCJHEFQWKWHQTO-GFCCVEGCSA-N,CC(C1=C(C=C(C=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,54613769,,Crizotinib,Lymphoid
0.368480414144877,2.35637866e-08,MTMR7,ENSG00000003987,JLYAXFNOILIKPP-KXQOOQHDSA-N,"CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1, CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1",24978538,CHEMBL443684,Navitoclax,Lung
0.413617191187456,0.0006811644245384,MTMR7,ENSG00000003987,QQWUGDVOUVUTOY-UHFFFAOYSA-N,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC,16038120,CHEMBL509032,Nvp-tae 684,Lymphoid
0.335828176408175,4.08563490084e-05,MTMR7,ENSG00000003987,FPOHNWQLNRZRFC-ZHACJKMWSA-N,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO,6918837,CHEMBL483254,Panobinostat,Lung
-0.245809352334355,0.0001439276120458,MTMR7,ENSG00000003987,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,"CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O",11707110,CHEMBL2103875,Trametinib,Lung
0.461209869870202,3.6840146919e-06,MTMR7,ENSG00000003987,,,49846579,,Venetoclax,Lung
0.272231762885885,0.0033850258982195,MTMR7,ENSG00000003987,WAEXFXRVDQXREF-UHFFFAOYSA-N,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,5311,CHEMBL98,Vorinostat,Lung
0.549209039998783,3.6067396e-09,SARM1,ENSG00000004139,KPBNHDGDUADAGP-VAWYXSNFSA-N,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3,6914657,CHEMBL566757,Daporinad,Lung
-0.47758923848259,2.35637866e-08,SARM1,ENSG00000004139,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,3062316,CHEMBL1421,Dasatinib,Lung
0.38576279748865,2.35637866e-08,SARM1,ENSG00000004139,JLYAXFNOILIKPP-KXQOOQHDSA-N,"CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1, CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1",24978538,CHEMBL443684,Navitoclax,Lung
-0.408123694375389,2.35637866e-08,SARM1,ENSG00000004139,SUDAHWBOROXANE-SECBINFHSA-N,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,9826528,CHEMBL507361,PD-0325901,Lung
-0.348953363986821,2.35637866e-08,SARM1,ENSG00000004139,CYOHGALHFOKKQC-UHFFFAOYSA-N,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,10127622,CHEMBL1614701,Selumetinib,Lung
-0.487777277142478,2.35637866e-08,SARM1,ENSG00000004139,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,"CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O",11707110,CHEMBL2103875,Trametinib,Lung
0.287273205391301,2.35637866e-08,SARM1,ENSG00000004139,WAEXFXRVDQXREF-UHFFFAOYSA-N,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,5311,CHEMBL98,Vorinostat,Lung
0.448606731182528,2.35637866e-08,PLXND1,ENSG00000004399,KCURWTAZOZXKSJ-UHFFFAOYSA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O.Cl,5351180,CHEMBL1978548,Cytarabine,Lymphoid
0.393837086846076,5.38369281981e-05,KDM1A,ENSG00000004487,,COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O,24771867,,Alisertib,Lung
0.439999725869259,2.35637866e-08,KDM1A,ENSG00000004487,KCURWTAZOZXKSJ-UHFFFAOYSA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O.Cl,5351180,CHEMBL1978548,Cytarabine,Lymphoid
0.503866590295768,2.35637866e-08,KDM1A,ENSG00000004487,KPBNHDGDUADAGP-VAWYXSNFSA-N,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3,6914657,CHEMBL566757,Daporinad,Lung
0.259446286456725,2.6862717376e-06,KDM1A,ENSG00000004487,JLYAXFNOILIKPP-KXQOOQHDSA-N,"CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1, CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1",24978538,CHEMBL443684,Navitoclax,Lung
-0.41581156339737,2.35637866e-08,KDM1A,ENSG00000004487,SUDAHWBOROXANE-SECBINFHSA-N,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,9826528,CHEMBL507361,PD-0325901,Lung
0.434820693998993,2.35637866e-08,KDM1A,ENSG00000004487,FPOHNWQLNRZRFC-ZHACJKMWSA-N,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO,6918837,CHEMBL483254,Panobinostat,Lung
-0.331107984079653,2.35637866e-08,KDM1A,ENSG00000004487,CYOHGALHFOKKQC-UHFFFAOYSA-N,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,10127622,CHEMBL1614701,Selumetinib,Lung
-0.518053453699466,2.35637866e-08,KDM1A,ENSG00000004487,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,"CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O",11707110,CHEMBL2103875,Trametinib,Lung
0.389105938228854,2.35637866e-08,KDM1A,ENSG00000004487,WAEXFXRVDQXREF-UHFFFAOYSA-N,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,5311,CHEMBL98,Vorinostat,Lung
0.451754500540774,2.35637866e-08,ARHGAP33,ENSG00000004777,JLYAXFNOILIKPP-KXQOOQHDSA-N,"CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1, CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1",24978538,CHEMBL443684,Navitoclax,Lung
-0.392405545110228,9.4904443666e-06,ARHGAP33,ENSG00000004777,SUDAHWBOROXANE-SECBINFHSA-N,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,9826528,CHEMBL507361,PD-0325901,Lung
-0.51972495098652,2.35637866e-08,ARHGAP33,ENSG00000004777,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,"CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O",11707110,CHEMBL2103875,Trametinib,Lung
0.61475859315133,0.0003944251486371,ST7,ENSG00000004866,SCJHEFQWKWHQTO-GFCCVEGCSA-N,CC(C1=C(C=C(C=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,54613769,,Crizotinib,Esophagus/Stomach
-0.414145036582814,2.35637866e-08,ST7,ENSG00000004866,KCURWTAZOZXKSJ-UHFFFAOYSA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O.Cl,5351180,CHEMBL1978548,Cytarabine,Lymphoid
0.473543851756436,1.178189359e-07,ST7,ENSG00000004866,CXQHYVUVSFXTMY-UHFFFAOYSA-N,COC1=CC2=C(C=CN=C2C=C1OCCCN3CCOCC3)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F,42642645,CHEMBL1230609,Foretinib,Esophagus/Stomach
0.32554728499018,7.69686331276e-05,PRSS22,ENSG00000005001,XGALLCVXEZPNRQ-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,123631,CHEMBL939,Gefitinib,Lung
0.389867649913657,2.35637866e-08,UPF1,ENSG00000005007,JLYAXFNOILIKPP-KXQOOQHDSA-N,"CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1, CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1",24978538,CHEMBL443684,Navitoclax,Lung
0.43202701808697,2.35637866e-08,REXO5,ENSG00000005189,KPBNHDGDUADAGP-VAWYXSNFSA-N,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3,6914657,CHEMBL566757,Daporinad,Lung
-0.256680125217573,0.0487149848965171,REXO5,ENSG00000005189,MWWSFMDVAYGXBV-FGBJBKNOSA-N,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl,32874,CHEMBL543353,Doxorubicin,Lung
0.475626895122106,2.35637866e-08,REXO5,ENSG00000005189,JLYAXFNOILIKPP-KXQOOQHDSA-N,"CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1, CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1",24978538,CHEMBL443684,Navitoclax,Lung
-0.2699690680704,0.0387496996703906,REXO5,ENSG00000005189,AHJRHEGDXFFMBM-UHFFFAOYSA-N,"CC(=O)c1c(C)c2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n(C2CCCC2)c1=O, CC(=O)c1c(C)c2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n(C2CCCC2)c1=O",5330286,CHEMBL189963,Palbociclib,Lung
-0.428320353660279,2.35637866e-08,REXO5,ENSG00000005189,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,"CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O",11707110,CHEMBL2103875,Trametinib,Lung
-0.42005870567398,2.35637866e-08,PRKAR2B,ENSG00000005249,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,"CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O, CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O",11707110,CHEMBL2103875,Trametinib,Lung
0.376901235654001,2.35637866e-08,TSPOAP1,ENSG00000005379,KPBNHDGDUADAGP-VAWYXSNFSA-N,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3,6914657,CHEMBL566757,Daporinad,Lung
0.384342529618346,2.35637866e-08,TSPOAP1,ENSG00000005379,JLYAXFNOILIKPP-KXQOOQHDSA-N,"CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1, CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1",24978538,CHEMBL443684,Navitoclax,Lung
0.250517732269402,0.0168995132144973,TSPOAP1,ENSG00000005379,FDLYAMZZIXQODN-UHFFFAOYSA-N,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,23725625,CHEMBL521686,Olaparib,Lung
0.324147703578156,2.35637872e-08,TSPOAP1,ENSG00000005379,FPOHNWQLNRZRFC-ZHACJKMWSA-N,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO,6918837,CHEMBL483254,Panobinostat,Lung
-0.328214801102504,0.0010159246670955,IBTK,ENSG00000005700,KPBNHDGDUADAGP-VAWYXSNFSA-N,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3,6914657,CHEMBL566757,Daporinad,Lung
